
129,Université Catholique de LouvainBelgium,"24,451",37.8,19%,54 : 46
=130,University of ExeterUnited KingdomExplore,"19,159",17.5,28%,55 : 45
=130,University of GenevaSwitzerland,"16,085",15.1,40%,61 : 39
132,University of Science and Technology of ChinaChina,"16,032",8.2,3%,n/a
133,Karlsruhe Institute of TechnologyGermany,"25,824",26.3,18%,27 : 73
=134,University of AdelaideAustraliaExplore,"21,241",34.3,26%,48 : 52
=134,Stockholm UniversitySweden,"33,156",24.9,8%,n/a
136,University of ZurichSwitzerland,"26,363",5.9,20%,57 : 43
=137,Pohang University of Science and TechnologySouth KoreaExplore,"3,046",10.4,4%,22 : 78
=137,University of YorkUnited Kingdom,"14,962",15.1,27%,55 : 45
139,University of LeedsUnited Kingdom,"27,995",14.7,26%,60 : 40
140,Pompeu Fabra UniversitySpain,"11,172",20.8,12%,59 : 41
=141,University of BirminghamUnited KingdomExplore,"27,061",15.0,27%,54 : 46
=141,Eindhoven University of TechnologyNetherlandsExplore,"7,637",18.6,17%,28 : 72
=143,University of FloridaUnited States,"46,346",17.5,9%,54 : 46
=143,University of St AndrewsUnited Kingdom,"9,005",13.0,48%,58 : 42
145,University of CologneGermany,"45,087",50.9,10%,65 : 35
146,University of OsloNorway,"27,730",18.6,19%,60 : 40
=147,Autonomous University of BarcelonaSpainExplore,"32,309",12.9,16%,59 : 41
=147,University of NottinghamUnited KingdomExplore,"29,176",14.0,30%,54 : 46
=147,University of SussexUnited Kingdom,"12,384",15.4,38%,55 : 45
=150,Lancaster UniversityUnited Kingdom,"11,637",13.1,38%,51 : 49
=150,University of Notre DameUnited States,"11,912",13.4,11%,45 : 55
152,University of LausanneSwitzerland,"13,065",13.6,25%,n/a
=153,Technical University of DenmarkDenmark,"8,548",6.0,24%,29 : 71
=153,University of RochesterUnited States,"9,636",4.3,29%,49 : 51
=155,Scuola Superiore Sant’AnnaItaly,690,11.7,14%,37 : 63
=155,TU DresdenGermany,"34,514",35.9,13%,42 : 58
=155,Ulm UniversityGermany,"10,657",28.4,13%,48 : 52
158,Case Western Reserve UniversityUnited States,"10,130",7.1,19%,49 : 51
=159,University of LeicesterUnited Kingdom,"14,635",14.1,38%,54 : 46
=159,Texas A&M UniversityUnited States,"56,245",23.6,9%,48 : 52
161,University of ArizonaUnited States,"38,334",13.0,9%,52 : 48
=162,"University of California, Santa CruzUnited States","17,866",23.0,4%,52 : 48
=162,Cardiff UniversityUnited Kingdom,"24,186",13.5,26%,58 : 42
=162,University of Erlangen-NurembergGermany,"38,730",58.5,12%,49 : 51
=165,University of ViennaAustria,"35,375",20.8,26%,66 : 34
=165,Vrije Universiteit AmsterdamNetherlands,"24,554",18.1,7%,56 : 44
=165,University of WürzburgGermany,"22,537",33.9,9%,57 : 43
168,University of Alabama at BirminghamUnited States,"15,703",15.2,6%,61 : 39
=169,Nanjing UniversityChina,"33,456",14.2,10%,50 : 50
=169,Tufts UniversityUnited States,"10,463",9.3,16%,54 : 46
171,University of Cape TownSouth Africa,"20,775",11.7,18%,53 : 47
172,"Rutgers, the State University of New JerseyUnited States","43,439",11.1,10%,52 : 48
=173,KTH Royal Institute of TechnologySweden,"12,951",16.0,17%,33 : 67
=173,University of MünsterGermany,"42,287",42.6,7%,53 : 47
=175,Université Libre de BruxellesBelgium,"25,343",43.4,35%,55 : 45
=175,Newcastle UniversityUnited KingdomExplore,"20,952",15.6,30%,49 : 51
=177,University of LiverpoolUnited KingdomExplore,"19,815",11.7,35%,54 : 46
=177,Zhejiang UniversityChinaExplore,"50,051",14.1,6%,22 : 78
=179,University of LuxembourgLuxembourg,"4,969",14.6,57%,50 : 50
=179,University of TwenteNetherlandsExplore,"6,697",12.8,27%,37 : 63
181,Paris-Sud UniversityFrance,"27,221",14.5,16%,55 : 45
=182,École Normale Supérieure de LyonFrance,"2,221",8.5,13%,47 : 53
=182,Hong Kong Polytechnic UniversityHong KongExplore,"21,773",26.9,25%,51 : 49
184,Scuola Normale Superiore di PisaItaly,515,5.2,7%,30 : 70
185,University of AberdeenUnited Kingdom,"12,055",13.9,36%,55 : 45
186,University of MiamiUnited States,"15,860",5.9,16%,51 : 49
187,University of DundeeUnited KingdomExplore,"10,893",14.9,24%,62 : 38
=188,University of East AngliaUnited Kingdom,"13,521",13.6,30%,60 : 40
=188,Shanghai Jiao Tong UniversityChina,"37,288",12.4,6%,41 : 59
190,Aalto UniversityFinland,"12,744",20.2,20%,34 : 66
191,University of MassachusettsUnited States,"59,230",13.3,14%,49 : 51
192,University of AucklandNew ZealandExplore,"30,348",18.8,29%,54 : 46
193,Northeastern UniversityUnited States,"18,780",14.0,32%,49 : 51
194,Lomonosov Moscow State UniversityRussian Federation,"29,236",7.3,22%,48 : 52
195,Tilburg UniversityNetherlands,"7,738",22.5,13%,48 : 52
196,Paris-Sorbonne University – Paris 4France,"22,042",30.2,15%,68 : 32
197,"Royal Holloway, University of LondonUnited Kingdom","8,931",15.4,40%,59 : 41
=198,"University of California, RiversideUnited States","20,740",20.7,14%,51 : 49
=198,University of GothenburgSweden,"18,378",10.0,13%,n/a
=198,National Taiwan UniversityTaiwan,"31,758",11.5,8%,40 : 60
201–250,Aalborg UniversityDenmarkExplore,"15,512",13.6,13%,49 : 51
201–250,University of AntwerpBelgium,"16,056",35.2,16%,53 : 47
201–250,University of BarcelonaSpainExplore,"47,458",12.4,10%,61 : 39
201–250,University of BergenNorway,"12,554",12.0,13%,60 : 40
201–250,University of BolognaItaly,"62,296",22.2,10%,n/a
201–250,Brandeis UniversityUnited States,"5,620",12.9,25%,55 : 45
201–250,University of CalgaryCanada,"27,084",15.7,19%,n/a
201–250,Chalmers University of TechnologySweden,"9,112",11.4,16%,31 : 69
201–250,University of CincinnatiUnited States,"28,035",20.7,9%,52 : 48
201–250,Copenhagen Business SchoolDenmark,"19,079",44.3,23%,49 : 51
201–250,University of DelawareUnited States,"20,125",16.8,10%,57 : 43
201–250,University of Duisburg-EssenGermanyExplore,"41,916",53.8,13%,48 : 52
201–250,Florida State UniversityUnited States,"38,386",26.3,7%,55 : 45
201–250,University of FribourgSwitzerland,"10,769",45.4,18%,58 : 42
201–250,George Washington UniversityUnited States,"22,015",12.9,16%,58 : 42
201–250,University of HamburgGermanyExplore,"38,182",48.4,12%,56 : 44
201–250,University of Hawai’i at MānoaUnited States,"16,256",11.0,13%,56 : 44
201–250,Hebrew University of JerusalemIsrael,"17,454",11.2,5%,55 : 45
201–250,University of IcelandIceland,"8,693",15.3,10%,66 : 34
201–250,University of IowaUnited States,"27,310",12.4,13%,52 : 48
201–250,James Cook UniversityAustraliaExplore,"11,867",22.5,12%,62 : 38
201–250,University of KielGermany,"25,392",23.4,8%,53 : 47
201–250,King Abdulaziz UniversitySaudi ArabiaExplore,"31,554",8.1,21%,54 : 46
201–250,University of KonstanzGermany,"11,381",48.2,12%,54 : 46
201–250,Korea UniversitySouth KoreaExplore,"23,037",15.6,19%,46 : 54
201–250,"National University of Ireland, GalwayIreland","13,898",26.6,18%,57 : 43
201–250,Osaka UniversityJapan,"23,256",9.5,10%,31 : 69
201–250,University of OtagoNew ZealandExplore,"18,157",19.9,20%,57 : 43
201–250,University of OttawaCanada,"35,177",25.6,17%,59 : 41
201–250,Paris Diderot University – Paris 7France,"27,992",14.9,17%,63 : 37
201–250,University of PassauGermany,"11,804",74.8,9%,61 : 39
201–250,University of PotsdamGermany,"20,066",59.1,10%,58 : 42
201–250,Queen’s University BelfastUnited KingdomExplore,"17,947",16.6,32%,55 : 45
201–250,Queensland University of TechnologyAustraliaExplore,"35,211",37.0,17%,54 : 46
201–250,University of ReadingUnited Kingdom,"12,874",14.7,33%,56 : 44
201–250,Royal College of Surgeons in IrelandIrelandExplore,"2,136",17.6,64%,n/a
201–250,Ruhr University BochumGermany,"43,004",61.1,13%,49 : 51
201–250,University of South AustraliaAustraliaExplore,"17,575",25.8,41%,62 : 38
201–250,"St George’s, University of LondonUnited Kingdom","3,174",14.9,17%,62 : 38
201–250,University of StuttgartGermany,"26,059",53.2,18%,31 : 69
201–250,University of TampereFinlandExplore,"9,360",22.2,3%,66 : 34
201–250,Technical University of DarmstadtGermany,"17,776",44.5,16%,30 : 70
201–250,"University of Technology, SydneyAustralia","25,256",43.6,37%,53 : 47
201–250,Tel Aviv UniversityIsrael,"22,973",23.1,4%,54 : 46
201–250,University of Texas at DallasUnited StatesExplore,"22,967",25.4,25%,43 : 57
201–250,Tohoku UniversityJapan,"17,494",5.5,10%,26 : 74
201–250,Ulsan National Institute of Science and TechnologySouth KoreaExplore,"4,046",14.3,7%,28 : 72
201–250,University College DublinIrelandExplore,"21,605",23.0,26%,n/a
201–250,University of UtahUnited States,"30,040",14.5,10%,45 : 55
201–250,Vita-Salute San Raffaele UniversityItaly,"2,598",7.1,5%,58 : 42
201–250,University of WaterlooCanadaExplore,"32,000",26.1,17%,46 : 54
201–250,Western UniversityCanada,"28,996",22.0,17%,55 : 45
201–250,Yonsei University (Seoul campus)South KoreaExplore,"18,038",14.7,21%,45 : 55
251–300,Aix-Marseille UniversityFrance,"66,623",16.8,12%,58 : 42
251–300,University of BathUnited Kingdom,"12,513",16.3,32%,45 : 55
251–300,University of BayreuthGermany,"12,917",37.9,8%,45 : 55
251–300,Bielefeld UniversityGermanyExplore,"23,683",66.8,8%,57 : 43
251–300,University of BremenGermany,"19,040",34.2,11%,50 : 50
251–300,University at BuffaloUnited States,"25,247",17.7,18%,45 : 55
251–300,Clark UniversityUnited States,"3,316",11.7,26%,60 : 40
251–300,University of Colorado DenverUnited States,"15,491",5.0,8%,55 : 45
251–300,Colorado School of MinesUnited States,"5,557",17.6,11%,28 : 72
251–300,Dalhousie UniversityCanada,"15,201",14.9,20%,55 : 45
251–300,École des Ponts ParisTechFrance,"1,749",12.3,41%,30 : 70
251–300,University of EssexUnited Kingdom,"10,986",16.5,43%,55 : 45
251–300,Goethe University FrankfurtGermany,"45,387",13.3,15%,58 : 42
251–300,Griffith UniversityAustraliaExplore,"31,772",22.3,19%,56 : 44
251–300,University of HohenheimGermany,"9,557",42.9,13%,56 : 44
251–300,University of Illinois at ChicagoUnited States,"25,450",11.4,19%,52 : 48
251–300,Indian Institute of ScienceIndia,"3,550",8.4,1%,21 : 79
251–300,University of InnsbruckAustria,"14,530",13.1,39%,54 : 46
251–300,Johannes Gutenberg University of MainzGermany,"34,219",32.1,10%,59 : 41
251–300,Laval UniversityCanada,"29,322",16.9,13%,57 : 43
251–300,Macquarie UniversityAustraliaExplore,"27,955",31.0,22%,54 : 46
251–300,University of MarburgGermany,"26,062",37.4,9%,56 : 44
251–300,Medical University of ViennaAustria,"7,209",2.7,28%,50 : 50
251–300,Moscow Institute of Physics and TechnologyRussian Federation,"5,761",8.7,12%,20 : 80
251–300,University of NewcastleAustraliaExplore,"22,921",22.0,17%,55 : 45
251–300,North Carolina State UniversityUnited States,"30,254",13.1,13%,45 : 55
251–300,Norwegian University of Science and TechnologyNorway,"21,571",16.9,11%,46 : 54
251–300,University of OregonUnited States,"23,728",18.6,14%,52 : 48
251–300,Oregon Health and Science UniversityUnited States,"2,895",1.0,2%,64 : 36
251–300,University of OuluFinland,"10,287",23.7,6%,50 : 50
251–300,Queen’s UniversityCanadaExplore,"21,227",22.7,12%,57 : 43
251–300,University of São PauloBrazil,"82,258",14.8,4%,48 : 52
251–300,Simon Fraser UniversityCanada,"26,309",27.6,29%,54 : 46
251–300,University of Southern DenmarkDenmark,"25,328",13.5,16%,53 : 47
251–300,University of South FloridaUnited States,"33,053",19.6,12%,n/a
251–300,Stony Brook UniversityUnited States,"23,136",10.4,24%,49 : 51
251–300,University of SurreyUnited KingdomExplore,"11,027",14.3,38%,53 : 47
251–300,Swansea UniversityUnited Kingdom,"13,896",16.1,24%,47 : 53
251–300,Swedish University of Agricultural SciencesSweden,"3,812",4.4,4%,69 : 31
251–300,Syracuse UniversityUnited States,"20,180",16.3,19%,54 : 46
251–300,Tokyo Institute of TechnologyJapanExplore,"9,570",7.3,13%,14 : 86
251–300,University of TrentoItaly,"17,759",29.4,8%,51 : 49
251–300,Umeå UniversitySweden,"16,553",11.7,10%,60 : 40
251–300,Wake Forest UniversityUnited States,"7,579",4.1,6%,51 : 49
251–300,William & MaryUnited States,"8,044",11.8,9%,55 : 45
251–300,University of the WitwatersrandSouth AfricaExplore,"25,342",24.6,8%,56 : 44
251–300,University of WollongongAustralia,"16,947",27.0,24%,50 : 50
301–350,Aberystwyth UniversityUnited Kingdom,"7,920",18.4,18%,47 : 53
301–350,University of Alaska FairbanksUnited States,"3,769",8.3,6%,51 : 49
301–350,Anglia Ruskin UniversityUnited Kingdom,"15,197",21.7,25%,62 : 38
301–350,Babol Noshirvani University of TechnologyIran,"4,749",28.6,n/a,32 : 68
301–350,Bangor UniversityUnited Kingdom,"9,327",18.4,25%,55 : 45
301–350,"Birkbeck, University of LondonUnited Kingdom","9,014",16.8,39%,54 : 46
301–350,University of BordeauxFranceExplore,"52,526",21.0,12%,58 : 42
301–350,Boston CollegeUnited States,"12,943",16.1,12%,55 : 45
301–350,Brighton and Sussex Medical SchoolUnited Kingdom,761,12.1,16%,59 : 41
301–350,Charles Darwin UniversityAustralia,"6,551",22.4,32%,63 : 37
301–350,University of ConnecticutUnited States,"26,669",12.7,12%,51 : 49
301–350,Deakin UniversityAustraliaExplore,"36,768",32.9,17%,58 : 42
301–350,University of DenverUnited States,"9,671",13.2,11%,56 : 44
301–350,University of Eastern FinlandFinland,"11,459",18.3,6%,63 : 37
301–350,Flinders UniversityAustraliaExplore,"16,757",23.9,18%,63 : 37
301–350,Free University of Bozen-BolzanoItaly,"3,304",11.6,12%,33 : 67
301–350,George Mason UniversityUnited States,"27,749",17.5,8%,54 : 46
301–350,"Goldsmiths, University of LondonUnited Kingdom","7,416",13.9,37%,66 : 34
301–350,Grenoble Alpes UniversityFrance,"39,298",17.0,15%,57 : 43
301–350,University of HoustonUnited States,"41,128",42.9,10%,50 : 50
301–350,Iowa State UniversityUnited States,"31,307",18.8,12%,45 : 55
301–350,University of KentUnited KingdomExplore,"16,949",12.7,31%,53 : 47
301–350,Khalifa University of Science and TechnologyUnited Arab Emirates,"3,134",8.3,32%,46 : 54
301–350,Koç UniversityTurkeyExplore,"5,172",14.9,10%,52 : 48
301–350,University of LiègeBelgium,"21,910",27.1,23%,56 : 44
301–350,Loughborough UniversityUnited Kingdom,"13,457",14.9,22%,39 : 61
301–350,Medical University of GrazAustria,"3,323",6.9,23%,53 : 47
301–350,University of MilanItaly,"56,805",28.1,5%,59 : 41
301–350,Nagoya UniversityJapan,"15,594",7.9,10%,29 : 71
301–350,National Tsing Hua UniversityTaiwan,"10,194",13.8,5%,33 : 67
301–350,University of NavarraSpain,"10,827",14.9,19%,53 : 47
301–350,University of Nebraska-LincolnUnited StatesExplore,"22,578",16.3,12%,47 : 53
301–350,Oregon State UniversityUnited States,"23,668",16.2,10%,47 : 53
301–350,Polytechnic University of MilanItaly,"33,189",23.8,14%,34 : 66
301–350,Rensselaer Polytechnic InstituteUnited States,"7,240",15.7,17%,32 : 68
301–350,Rush UniversityUnited States,"2,437",2.1,3%,73 : 27
301–350,Sapienza University of RomeItaly,"111,453",32.1,7%,58 : 42
301–350,University of StirlingUnited KingdomExplore,"8,507",15.1,21%,62 : 38
301–350,University of TartuEstonia,"8,835",11.6,5%,66 : 34
301–350,University of TasmaniaAustraliaExplore,"11,346",14.5,22%,60 : 40
301–350,TU Dortmund UniversityGermany,"32,870",99.6,10%,45 : 55
301–350,Technion Israel Institute of TechnologyIsrael,"14,693",21.7,5%,34 : 66
301–350,"University of Tennessee, KnoxvilleUnited States","25,264",16.4,5%,n/a
301–350,Tomsk Polytechnic UniversityRussian FederationExplore,"9,858",8.2,24%,36 : 64
301–350,University of VictoriaCanada,"18,388",22.8,15%,57 : 43
301–350,Victoria UniversityAustraliaExplore,"14,795",31.4,20%,54 : 46
301–350,Vienna University of TechnologyAustria,"17,931",36.5,28%,29 : 71
301–350,Virginia Polytechnic Institute and State UniversityUnited States,"30,975",18.2,11%,43 : 57
301–350,Vrije Universiteit BrusselBelgium,"12,785",22.2,21%,53 : 47
301–350,Washington State UniversityUnited States,"27,135",19.7,7%,52 : 48
351–400,University of AlabamaUnited States,"33,679",22.2,5%,54 : 46
351–400,American UniversityUnited States,"11,534",11.7,13%,64 : 36
351–400,Aston UniversityUnited Kingdom,"8,989",20.0,31%,49 : 51
351–400,Autonomous University of MadridSpainExplore,"29,305",13.4,13%,60 : 40
351–400,Brunel University LondonUnited Kingdom,"11,359",16.0,41%,46 : 54
351–400,University of CanberraAustralia,"11,438",30.3,28%,52 : 48
351–400,University of CanterburyNew Zealand,"11,931",16.8,21%,50 : 50
351–400,"City, University of LondonUnited KingdomExplore","13,460",17.2,53%,56 : 44
351–400,Colorado State UniversityUnited States,"23,921",15.9,6%,53 : 47
351–400,University of Côte d’AzurFrance,"33,839",21.8,23%,55 : 45
351–400,University of CreteGreece,"14,522",26.2,4%,62 : 38
351–400,Curtin UniversityAustraliaExplore,"31,483",18.5,37%,52 : 48
351–400,Cyprus University of TechnologyCyprus,"3,072",18.7,8%,57 : 43
351–400,Drexel UniversityUnited States,"20,714",10.9,18%,49 : 51
351–400,Federal University of Toulouse Midi-PyrénéesFrance,"98,538",24.6,17%,53 : 47
351–400,University of GeorgiaUnited States,"33,842",16.3,7%,58 : 42
351–400,Georgia State UniversityUnited States,"28,593",18.9,6%,69 : 31
351–400,Gwangju Institute of Science and TechnologySouth Korea,"1,731",11.5,6%,25 : 75
351–400,Hanyang UniversitySouth KoreaExplore,"20,879",14.6,17%,n/a
351–400,Heriot-Watt UniversityUnited Kingdom,"9,259",16.4,41%,42 : 58
351–400,Higher School of EconomicsRussian Federation,"17,241",9.5,7%,n/a
351–400,Indian Institute of Technology BombayIndia,"9,870",17.9,1%,17 : 83
351–400,Justus Liebig University GiessenGermany,"28,201",47.3,9%,61 : 39
351–400,University of KansasUnited States,"24,515",7.2,9%,51 : 49
351–400,Kyushu UniversityJapan,"18,696",7.6,12%,29 : 71
351–400,La Trobe UniversityAustraliaExplore,"20,343",34.5,26%,63 : 37
351–400,Leibniz University of HanoverGermany,"25,162",65.3,12%,41 : 59
351–400,Linköping UniversitySweden,"18,740",8.1,11%,53 : 47
351–400,University of MacauMacaoExplore,"9,230",14.5,33%,58 : 42
351–400,University of MalayaMalaysia,"21,990",10.9,18%,66 : 34
351–400,Montpellier UniversityFrance,"39,828",19.9,14%,53 : 47
351–400,Örebro UniversitySweden,"8,800",16.4,2%,61 : 39
351–400,University of PaduaItaly,"62,218",30.8,4%,55 : 45
351–400,University of PaviaItaly,"23,632",37.2,7%,56 : 44
