
65,University of QueenslandAustralia,67.0,47.6,59.4,87.8,76.2,88.8
66,University of Southern CaliforniaUnited States,66.8,49.8,58.4,95.6,37.9,63.0
67,Leiden UniversityNetherlandsExplore,66.0,44.6,63.2,87.8,78.8,70.5
68,Utrecht UniversityNetherlands,65.8,45.5,63.1,89.9,72.6,59.6
69,"University of Maryland, College ParkUnited States",65.7,49.6,63.0,93.5,38.4,39.0
=70,Boston UniversityUnited States,65.4,57.1,45.9,97.2,34.0,60.0
=70,Ohio State UniversityUnited States,65.4,55.5,56.2,88.0,52.0,56.4
=72,Erasmus University RotterdamNetherlandsExplore,65.2,38.9,57.2,96.7,51.7,80.6
=72,Paris Sciences & Lettres – PSL UniversityFrance,65.2,57.0,52.0,85.0,48.2,76.7
=74,Kyoto UniversityJapan,64.9,71.8,78.6,50.9,93.8,28.8
=74,Seoul National UniversitySouth Korea,64.9,69.3,71.2,60.6,79.8,34.1
76,University of BristolUnited Kingdom,64.8,45.7,51.2,94.7,39.3,84.8
77,Pennsylvania State UniversityUnited States,64.6,53.6,64.8,81.6,50.0,44.3
78,McMaster UniversityCanadaExplore,63.4,45.6,48.8,89.9,89.8,78.1
79,RWTH Aachen UniversityGermany,63.3,53.4,62.4,72.8,99.7,56.4
=80,University of GlasgowUnited KingdomExplore,63.2,43.4,48.9,92.6,38.6,90.4
=80,Monash UniversityAustraliaExplore,63.2,47.4,55.4,80.9,71.5,83.8
82,University of FreiburgGermany,62.9,47.1,54.3,83.1,100.0,67.2
=83,University of GroningenNetherlandsExplore,62.8,40.7,54.8,89.0,77.2,74.4
=83,Michigan State UniversityUnited States,62.8,55.1,53.3,82.6,35.7,61.2
85,University of New South WalesAustraliaExplore,62.5,40.9,57.5,82.8,49.8,91.4
=86,Rice UniversityUnited States,62.2,45.1,41.9,98.7,42.4,72.7
=86,Uppsala UniversitySweden,62.2,42.9,56.1,84.6,79.5,68.8
88,Free University of BerlinGermany,62.1,58.7,66.5,60.6,39.8,71.8
89,Dartmouth CollegeUnited States,62.0,58.5,41.9,93.4,37.9,39.1
90,University of HelsinkiFinlandExplore,61.7,45.7,56.6,86.9,35.5,53.3
91,University of WarwickUnited Kingdom,61.6,46.6,52.0,80.4,41.0,91.9
92,Technical University of BerlinGermany,61.5,49.0,58.0,74.2,97.8,62.4
93,Lund UniversitySweden,61.3,40.8,52.6,85.9,70.9,76.1
94,University of TübingenGermany,61.2,45.7,55.4,83.0,55.4,60.8
=95,University of BaselSwitzerland,60.9,39.8,39.9,91.0,99.9,95.9
=95,Korea Advanced Institute of Science and Technology (KAIST)South KoreaExplore,60.9,56.3,59.2,70.4,100.0,35.6
97,Durham UniversityUnited Kingdom,60.8,44.8,47.9,84.6,36.8,89.0
98,Emory UniversityUnited States,60.7,47.1,40.4,98.1,42.3,53.3
99,"University of California, IrvineUnited States",60.6,43.4,44.9,93.6,43.9,65.2
=100,University of BonnGermany,60.5,47.3,41.6,91.3,83.5,58.4
=100,University of Colorado BoulderUnited States,60.5,44.8,45.8,97.4,37.5,42.4
=100,University of PittsburghUnited States,60.5,45.7,48.7,94.9,39.9,36.8
103,Maastricht UniversityNetherlandsExplore,60.4,40.2,49.7,79.9,87.6,96.7
104,University of SheffieldUnited Kingdom,60.1,42.9,45.7,86.8,43.7,85.4
=105,University of BernSwitzerland,60.0,42.7,43.6,85.4,81.0,85.7
=105,Vanderbilt UniversityUnited States,60.0,47.7,41.4,96.9,52.8,38.9
107,Ghent UniversityBelgium,59.8,44.4,56.2,77.6,84.3,56.8
108,University of MontrealCanada,59.6,44.5,48.9,79.0,65.3,83.2
=109,Aarhus UniversityDenmark,59.4,37.3,53.6,82.7,67.6,75.3
=109,University of CopenhagenDenmark,59.4,44.0,39.7,90.6,44.6,79.3
=111,Sungkyunkwan University (SKKU)South KoreaExplore,59.3,54.1,55.1,69.5,93.7,44.7
=111,University of Western AustraliaAustraliaExplore,59.3,33.5,46.1,90.6,54.5,91.9
=113,University of GöttingenGermany,59.2,47.1,50.3,82.4,33.7,58.6
=113,University of VirginiaUnited States,59.2,52.4,40.7,89.3,40.6,46.5
115,École PolytechniqueFranceExplore,59.1,54.4,38.2,75.1,70.8,93.4
116,Fudan UniversityChina,58.9,59.5,57.5,65.1,53.0,38.7
=117,Indiana UniversityUnited States,58.7,50.5,46.5,81.9,51.5,50.5
=117,Trinity College DublinIreland,58.7,45.3,44.8,79.0,41.2,92.1
=119,University of AlbertaCanada,58.6,47.2,51.2,70.5,63.4,84.8
=119,City University of Hong KongHong KongExplore,58.6,40.8,48.6,79.4,65.9,84.4
121,Queen Mary University of LondonUnited Kingdom,58.5,32.8,38.2,96.7,39.1,95.5
122,Radboud University NijmegenNetherlands,58.4,33.9,50.4,89.4,44.8,68.8
=123,Georgetown UniversityUnited States,58.3,51.8,37.2,87.5,66.3,49.6
=123,Pierre and Marie Curie UniversityFrance,58.3,49.5,39.8,85.7,31.8,66.6
125,University of MannheimGermany,58.2,41.8,53.0,80.5,57.8,55.9
=126,Arizona State UniversityUnited States,58.1,41.5,48.3,87.1,35.7,55.2
=126,Charité - Universitätsmedizin BerlinGermany,58.1,43.3,39.2,88.6,87.5,60.7
=126,University of SouthamptonUnited Kingdom,58.1,37.9,43.7,86.0,38.5,92.0
129,Université Catholique de LouvainBelgium,58.0,38.9,52.2,78.6,54.0,76.7
=130,University of ExeterUnited KingdomExplore,57.8,34.5,39.3,93.7,34.6,88.8
=130,University of GenevaSwitzerland,57.8,35.8,43.6,82.9,68.7,98.2
132,University of Science and Technology of ChinaChina,57.7,52.7,49.1,76.9,81.7,27.9
133,Karlsruhe Institute of TechnologyGermany,57.6,44.6,47.7,75.7,97.9,62.9
=134,University of AdelaideAustraliaExplore,57.5,35.9,43.1,85.3,67.3,86.6
=134,Stockholm UniversitySweden,57.5,33.1,48.4,89.1,34.5,72.7
136,University of ZurichSwitzerland,57.4,42.0,36.0,87.0,43.2,90.8
=137,Pohang University of Science and TechnologySouth KoreaExplore,57.3,47.9,49.8,76.4,99.8,34.3
=137,University of YorkUnited Kingdom,57.3,40.5,44.9,81.6,34.1,85.3
139,University of LeedsUnited Kingdom,57.1,42.2,46.7,77.8,38.8,82.1
140,Pompeu Fabra UniversitySpain,56.9,34.7,38.9,97.1,40.0,62.3
=141,University of BirminghamUnited KingdomExplore,56.8,36.5,38.3,89.7,37.2,86.3
=141,Eindhoven University of TechnologyNetherlandsExplore,56.8,41.3,49.0,72.3,100.0,73.9
=143,University of FloridaUnited States,56.6,52.8,51.2,68.4,80.7,37.9
=143,University of St AndrewsUnited Kingdom,56.6,42.9,42.5,76.6,33.6,95.5
145,University of CologneGermany,56.4,39.8,42.7,84.8,76.8,57.1
146,University of OsloNorway,56.3,36.0,42.8,86.8,41.9,73.4
=147,Autonomous University of BarcelonaSpainExplore,56.2,43.3,36.1,89.5,42.1,60.1
=147,University of NottinghamUnited KingdomExplore,56.2,40.5,41.9,80.5,38.5,84.4
=147,University of SussexUnited Kingdom,56.2,34.1,38.1,89.5,33.3,91.5
=150,Lancaster UniversityUnited Kingdom,55.9,37.0,40.5,83.2,33.7,91.1
=150,University of Notre DameUnited States,55.9,49.8,37.9,83.0,35.3,50.7
152,University of LausanneSwitzerland,55.7,30.4,47.4,78.5,78.4,90.8
=153,Technical University of DenmarkDenmark,55.6,35.9,39.5,81.6,63.8,91.6
=153,University of RochesterUnited States,55.6,41.7,34.2,90.2,39.5,63.7
=155,Scuola Superiore Sant’AnnaItaly,55.5,41.6,36.0,88.0,87.8,48.3
=155,TU DresdenGermany,55.5,42.8,46.9,74.2,95.0,52.6
=155,Ulm UniversityGermany,55.5,37.1,37.4,90.0,77.3,56.5
158,Case Western Reserve UniversityUnited States,55.2,44.4,34.9,90.1,36.7,46.1
=159,University of LeicesterUnited Kingdom,55.0,32.2,34.5,91.4,35.2,89.9
=159,Texas A&M UniversityUnited States,55.0,50.4,56.3,60.2,41.2,52.0
161,University of ArizonaUnited States,54.9,44.3,38.7,85.4,46.1,43.3
=162,"University of California, Santa CruzUnited States",54.8,31.5,35.0,99.9,38.2,51.6
=162,Cardiff UniversityUnited Kingdom,54.8,35.8,39.3,84.5,35.5,80.6
=162,University of Erlangen-NurembergGermany,54.8,39.8,44.0,77.6,95.9,53.0
=165,University of ViennaAustria,54.7,42.6,47.6,66.0,33.2,93.4
=165,Vrije Universiteit AmsterdamNetherlands,54.7,32.5,40.7,89.1,56.3,60.7
=165,University of WürzburgGermany,54.7,35.8,42.8,86.5,46.1,53.7
168,University of Alabama at BirminghamUnited States,54.6,39.7,32.8,95.1,67.6,34.6
=169,Nanjing UniversityChina,54.5,49.6,47.0,64.9,77.8,54.4
=169,Tufts UniversityUnited States,54.5,44.1,33.4,88.1,36.7,52.7
171,University of Cape TownSouth Africa,54.4,30.5,36.2,87.0,88.5,81.1
172,"Rutgers, the State University of New JerseyUnited States",54.3,43.0,45.3,79.7,36.9,39.2
=173,KTH Royal Institute of TechnologySweden,54.2,42.3,46.3,67.0,50.9,83.7
=173,University of MünsterGermany,54.2,40.3,42.1,81.2,60.8,47.7
=175,Université Libre de BruxellesBelgium,54.0,32.4,42.2,80.4,48.4,83.2
=175,Newcastle UniversityUnited KingdomExplore,54.0,33.4,40.8,80.6,41.6,86.7
=177,University of LiverpoolUnited KingdomExplore,53.9,32.7,34.7,86.8,37.1,89.9
=177,Zhejiang UniversityChinaExplore,53.9,57.0,63.7,45.1,89.4,25.2
=179,University of LuxembourgLuxembourg,53.8,26.8,32.4,91.9,39.6,99.8
=179,University of TwenteNetherlandsExplore,53.8,35.5,47.0,68.5,83.6,85.3
181,Paris-Sud UniversityFrance,53.7,40.4,33.1,86.8,32.3,63.5
=182,École Normale Supérieure de LyonFrance,53.6,40.1,37.8,80.9,37.9,67.3
=182,Hong Kong Polytechnic UniversityHong KongExplore,53.6,39.1,48.1,67.7,45.8,79.9
184,Scuola Normale Superiore di PisaItaly,53.4,53.7,33.3,75.4,37.7,49.4
185,University of AberdeenUnited Kingdom,53.3,30.3,33.6,87.1,41.9,93.3
186,University of MiamiUnited States,53.1,42.5,24.4,90.3,37.2,67.1
187,University of DundeeUnited KingdomExplore,52.9,26.3,32.0,94.5,43.4,79.8
=188,University of East AngliaUnited Kingdom,52.8,29.9,31.6,90.5,32.2,85.6
=188,Shanghai Jiao Tong UniversityChina,52.8,53.5,62.5,44.1,88.9,33.4
190,Aalto UniversityFinland,52.7,37.8,35.8,79.5,52.5,72.5
191,University of MassachusettsUnited States,52.6,36.3,32.2,88.8,51.0,54.8
192,University of AucklandNew ZealandExplore,52.5,32.5,40.7,73.8,67.3,90.6
193,Northeastern UniversityUnited States,52.4,35.6,26.8,91.7,35.4,70.1
194,Lomonosov Moscow State UniversityRussian Federation,52.3,74.2,61.6,15.8,89.0,61.1
195,Tilburg UniversityNetherlands,52.1,38.4,50.1,61.3,59.0,75.8
196,Paris-Sorbonne University – Paris 4France,52.0,44.6,34.3,77.1,32.1,57.9
197,"Royal Holloway, University of LondonUnited Kingdom",51.9,33.9,27.9,85.0,35.0,93.0
=198,"University of California, RiversideUnited States",51.7,30.0,30.9,92.3,37.4,63.9
=198,University of GothenburgSweden,51.7,26.7,39.2,87.5,38.9,62.5
=198,National Taiwan UniversityTaiwan,51.7,50.4,54.7,53.4,65.0,33.4
201–250,Aalborg UniversityDenmarkExplore,48.3–51.6,28.2,36.2,84.2,46.5,70.7
201–250,University of AntwerpBelgium,48.3–51.6,34.6,40.1,73.3,75.9,66.3
201–250,University of BarcelonaSpainExplore,48.3–51.6,32.4,32.5,83.2,34.0,50.6
201–250,University of BergenNorway,48.3–51.6,29.2,30.6,90.0,35.2,75.3
201–250,University of BolognaItaly,48.3–51.6,43.6,30.1,80.0,39.1,47.4
201–250,Brandeis UniversityUnited States,48.3–51.6,28.9,24.3,99.7,33.7,49.8
201–250,University of CalgaryCanada,48.3–51.6,34.6,35.8,77.2,53.5,73.6
201–250,Chalmers University of TechnologySweden,48.3–51.6,35.1,39.6,62.3,70.2,78.3
201–250,University of CincinnatiUnited States,48.3–51.6,36.9,30.3,82.0,41.0,35.6
201–250,Copenhagen Business SchoolDenmark,48.3–51.6,24.2,36.6,80.8,40.4,91.2
201–250,University of DelawareUnited States,48.3–51.6,27.8,37.5,79.5,91.0,45.4
201–250,University of Duisburg-EssenGermanyExplore,48.3–51.6,32.8,29.9,88.8,73.8,52.7
201–250,Florida State UniversityUnited States,48.3–51.6,41.3,42.0,73.3,37.2,47.3
201–250,University of FribourgSwitzerland,48.3–51.6,34.2,35.0,65.5,58.5,86.9
201–250,George Washington UniversityUnited States,48.3–51.6,44.8,30.4,77.2,32.6,50.3
201–250,University of HamburgGermanyExplore,48.3–51.6,43.5,42.0,65.0,67.7,58.0
201–250,University of Hawai’i at MānoaUnited States,48.3–51.6,37.3,37.1,76.2,49.9,65.9
201–250,Hebrew University of JerusalemIsrael,48.3–51.6,39.9,41.7,71.8,36.3,58.2
201–250,University of IcelandIceland,48.3–51.6,19.5,29.0,93.4,57.3,63.0
201–250,University of IowaUnited States,48.3–51.6,42.0,34.0,78.2,60.6,35.4
201–250,James Cook UniversityAustraliaExplore,48.3–51.6,23.4,27.7,89.1,42.9,73.9
201–250,University of KielGermany,48.3–51.6,31.5,28.1,94.4,9.1,52.4
201–250,King Abdulaziz UniversitySaudi ArabiaExplore,48.3–51.6,25.6,15.3,97.3,77.8,92.0
201–250,University of KonstanzGermany,48.3–51.6,39.1,44.5,65.2,69.9,61.8
201–250,Korea UniversitySouth KoreaExplore,48.3–51.6,44.7,47.7,49.0,97.7,49.0
201–250,"National University of Ireland, GalwayIreland",48.3–51.6,26.8,30.1,80.5,42.5,80.3
201–250,Osaka UniversityJapan,48.3–51.6,53.7,57.6,38.7,81.3,33.5
201–250,University of OtagoNew ZealandExplore,48.3–51.6,31.2,30.7,82.2,45.1,88.6
201–250,University of OttawaCanada,48.3–51.6,37.6,37.5,69.1,40.2,73.6
201–250,Paris Diderot University – Paris 7France,48.3–51.6,30.2,25.8,89.7,32.6,67.7
201–250,University of PassauGermany,48.3–51.6,30.2,23.6,92.7,40.8,49.0
201–250,University of PotsdamGermany,48.3–51.6,35.6,41.4,74.3,42.2,55.0
201–250,Queen’s University BelfastUnited KingdomExplore,48.3–51.6,28.3,32.3,83.1,35.7,94.6
201–250,Queensland University of TechnologyAustraliaExplore,48.3–51.6,30.7,40.3,73.0,63.2,79.1
201–250,University of ReadingUnited Kingdom,48.3–51.6,34.6,34.9,73.9,36.9,88.8
201–250,Royal College of Surgeons in IrelandIrelandExplore,48.3–51.6,31.9,21.8,92.8,40.7,88.6
201–250,Ruhr University BochumGermany,48.3–51.6,36.6,42.9,62.3,73.2,52.3
201–250,University of South AustraliaAustraliaExplore,48.3–51.6,31.5,36.3,63.3,81.6,91.8
201–250,"St George’s, University of LondonUnited Kingdom",48.3–51.6,21.4,23.4,100.0,35.3,69.9
201–250,University of StuttgartGermany,48.3–51.6,41.1,48.8,60.0,68.8,52.6
201–250,University of TampereFinlandExplore,48.3–51.6,25.8,32.4,88.2,51.5,41.6
201–250,Technical University of DarmstadtGermany,48.3–51.6,39.2,43.7,57.2,95.9,54.3
201–250,"University of Technology, SydneyAustralia",48.3–51.6,29.7,40.5,71.7,51.0,94.2
201–250,Tel Aviv UniversityIsrael,48.3–51.6,41.5,52.1,59.4,42.7,49.5
201–250,University of Texas at DallasUnited StatesExplore,48.3–51.6,25.7,29.4,89.8,41.5,57.7
201–250,Tohoku UniversityJapan,48.3–51.6,49.6,50.6,46.5,68.3,34.7
201–250,Ulsan National Institute of Science and TechnologySouth KoreaExplore,48.3–51.6,22.9,30.7,95.9,66.0,47.9
201–250,University College DublinIrelandExplore,48.3–51.6,29.2,37.5,74.0,38.1,89.3
201–250,University of UtahUnited States,48.3–51.6,37.2,34.1,88.5,46.1,33.0
201–250,Vita-Salute San Raffaele UniversityItaly,48.3–51.6,34.0,23.1,96.3,32.8,45.7
201–250,University of WaterlooCanadaExplore,48.3–51.6,35.7,41.7,69.8,42.6,80.0
201–250,Western UniversityCanada,48.3–51.6,41.8,36.1,68.8,55.7,75.2
201–250,Yonsei University (Seoul campus)South KoreaExplore,48.3–51.6,48.6,50.2,46.1,99.2,54.6
251–300,Aix-Marseille UniversityFrance,45.2–48.2,40.2,22.4,70.0,34.4,60.7
251–300,University of BathUnited Kingdom,45.2–48.2,33.9,31.7,67.3,36.0,88.3
251–300,University of BayreuthGermany,45.2–48.2,34.4,34.1,67.8,62.7,54.7
251–300,Bielefeld UniversityGermanyExplore,45.2–48.2,36.9,42.0,58.6,54.5,46.3
251–300,University of BremenGermany,45.2–48.2,36.4,36.5,63.2,45.7,52.1
251–300,University at BuffaloUnited States,45.2–48.2,38.8,28.5,69.8,44.7,62.5
251–300,Clark UniversityUnited States,45.2–48.2,23.7,23.7,93.4,32.6,60.0
251–300,University of Colorado DenverUnited States,45.2–48.2,30.2,18.0,95.1,42.0,29.0
251–300,Colorado School of MinesUnited States,45.2–48.2,33.6,26.8,81.7,55.5,41.3
251–300,Dalhousie UniversityCanada,45.2–48.2,26.6,28.3,74.3,41.5,82.4
251–300,École des Ponts ParisTechFrance,45.2–48.2,38.1,16.9,74.9,63.3,79.4
251–300,University of EssexUnited Kingdom,45.2–48.2,33.4,32.0,62.8,32.5,95.8
251–300,Goethe University FrankfurtGermany,45.2–48.2,32.5,27.8,73.4,38.6,60.7
251–300,Griffith UniversityAustraliaExplore,45.2–48.2,23.4,29.8,77.7,40.7,82.0
251–300,University of HohenheimGermany,45.2–48.2,34.9,28.8,70.0,50.3,51.7
251–300,University of Illinois at ChicagoUnited States,45.2–48.2,42.1,31.6,68.2,42.1,56.2
251–300,Indian Institute of ScienceIndia,45.2–48.2,53.8,48.6,44.4,49.5,19.5
251–300,University of InnsbruckAustria,45.2–48.2,27.5,18.5,77.8,37.5,96.7
251–300,Johannes Gutenberg University of MainzGermany,45.2–48.2,36.4,23.6,79.8,57.5,55.2
251–300,Laval UniversityCanada,45.2–48.2,37.7,28.7,70.3,54.7,66.8
251–300,Macquarie UniversityAustraliaExplore,45.2–48.2,31.3,34.4,70.0,41.0,77.0
251–300,University of MarburgGermany,45.2–48.2,35.7,27.7,75.0,36.6,49.9
251–300,Medical University of ViennaAustria,45.2–48.2,31.2,13.5,90.2,36.6,84.1
251–300,Moscow Institute of Physics and TechnologyRussian Federation,45.2–48.2,47.7,41.4,50.0,99.9,51.7
251–300,University of NewcastleAustraliaExplore,45.2–48.2,28.0,26.9,73.0,62.9,79.9
251–300,North Carolina State UniversityUnited States,45.2–48.2,35.6,34.5,68.4,42.5,52.8
251–300,Norwegian University of Science and TechnologyNorway,45.2–48.2,30.7,34.6,68.3,42.0,64.9
251–300,University of OregonUnited States,45.2–48.2,31.1,30.1,84.7,32.0,37.0
251–300,Oregon Health and Science UniversityUnited States,45.2–48.2,32.2,15.1,99.0,44.5,24.4
251–300,University of OuluFinland,45.2–48.2,30.2,30.0,79.1,43.2,53.1
251–300,Queen’s UniversityCanadaExplore,45.2–48.2,40.0,35.9,61.7,51.0,66.3
251–300,University of São PauloBrazil,45.2–48.2,52.9,55.5,31.5,38.1,30.9
251–300,Simon Fraser UniversityCanada,45.2–48.2,25.6,33.4,75.6,43.5,90.4
251–300,University of Southern DenmarkDenmark,45.2–48.2,21.4,25.3,83.4,68.8,78.1
251–300,University of South FloridaUnited States,45.2–48.2,29.6,35.8,74.4,93.0,46.9
251–300,Stony Brook UniversityUnited States,45.2–48.2,33.0,23.8,84.4,33.4,58.7
251–300,University of SurreyUnited KingdomExplore,45.2–48.2,30.3,33.1,64.5,46.3,92.7
251–300,Swansea UniversityUnited Kingdom,45.2–48.2,22.1,25.6,80.4,34.9,79.9
251–300,Swedish University of Agricultural SciencesSweden,45.2–48.2,30.0,27.1,79.3,98.1,42.5
251–300,Syracuse UniversityUnited States,45.2–48.2,32.8,28.7,79.5,37.0,45.6
251–300,Tokyo Institute of TechnologyJapanExplore,45.2–48.2,49.5,52.9,39.8,67.8,35.8
251–300,University of TrentoItaly,45.2–48.2,26.2,29.6,85.1,39.9,58.2
251–300,Umeå UniversitySweden,45.2–48.2,24.9,29.8,81.8,34.9,60.6
251–300,Wake Forest UniversityUnited States,45.2–48.2,34.8,18.4,91.4,38.4,28.2
251–300,William & MaryUnited States,45.2–48.2,44.9,18.2,84.6,32.6,32.2
251–300,University of the WitwatersrandSouth AfricaExplore,45.2–48.2,26.6,23.2,76.5,99.9,69.8
251–300,University of WollongongAustralia,45.2–48.2,29.4,33.2,67.1,47.7,88.1
301–350,Aberystwyth UniversityUnited Kingdom,42.4–45.1,24.2,25.5,76.7,36.6,74.9
301–350,University of Alaska FairbanksUnited States,42.4–45.1,25.3,23.2,78.3,44.9,52.8
301–350,Anglia Ruskin UniversityUnited Kingdom,42.4–45.1,16.7,11.2,99.4,32.6,71.1
301–350,Babol Noshirvani University of TechnologyIran,42.4–45.1,24.8,12.2,99.1,56.1,15.5
301–350,Bangor UniversityUnited Kingdom,42.4–45.1,25.7,21.4,72.7,33.4,83.8
301–350,"Birkbeck, University of LondonUnited Kingdom",42.4–45.1,30.5,32.0,62.2,32.4,87.5
301–350,University of BordeauxFranceExplore,42.4–45.1,31.0,22.0,75.2,34.8,54.3
301–350,Boston CollegeUnited States,42.4–45.1,37.0,20.0,74.1,43.8,53.8
301–350,Brighton and Sussex Medical SchoolUnited Kingdom,42.4–45.1,18.8,12.9,97.0,31.7,72.0
301–350,Charles Darwin UniversityAustralia,42.4–45.1,17.9,18.6,88.0,38.8,82.2
301–350,University of ConnecticutUnited States,42.4–45.1,35.7,28.5,66.8,34.6,48.5
301–350,Deakin UniversityAustraliaExplore,42.4–45.1,23.3,26.6,72.0,36.2,77.7
301–350,University of DenverUnited States,42.4–45.1,35.9,29.8,74.4,35.7,28.8
301–350,University of Eastern FinlandFinland,42.4–45.1,25.2,26.1,79.1,36.2,49.3
301–350,Flinders UniversityAustraliaExplore,42.4–45.1,22.9,27.6,77.9,39.4,68.4
301–350,Free University of Bozen-BolzanoItaly,42.4–45.1,22.0,14.3,88.6,32.1,68.9
301–350,George Mason UniversityUnited States,42.4–45.1,28.5,26.4,76.0,33.2,40.8
301–350,"Goldsmiths, University of LondonUnited Kingdom",42.4–45.1,33.9,26.0,62.0,31.8,77.0
