
 =56,University of ManchesterUnited Kingdom,"34,938",15.3,34%,52 : 48
 =56,University of SydneyAustralia,"41,868",20.2,28%,57 : 43
58,University of AmsterdamNetherlands,"24,570",14.4,11%,53 : 47
59,Hong Kong University of Science and TechnologyHong Kong,"11,385",23.8,36%,n/a
 =60,University of QueenslandAustralia,"34,718",32.7,27%,53 : 47
 =60,Washington University in St LouisUnited States,"12,528",5.7,17%,0 : 100
62,Utrecht UniversityNetherlands,"30,779",15.4,7%,59 : 41
63,University of North Carolina at Chapel HillUnited States,"26,518",7.3,8%,58 : 42
64,Boston UniversityUnited States,"24,789",8.6,17%,58 : 42
 =65,Delft University of TechnologyNetherlands,"15,920",19.4,25%,26 : 74
 =65,University of MinnesotaUnited States,"46,825",18.0,12%,52 : 48
67,Leiden UniversityNetherlands,"21,222",17.1,9%,59 : 41
68,University of Southern CaliforniaUnited States,"36,534",12.9,20%,52 : 48
69,University of BristolUnited Kingdom,"17,906",14.0,25%,53 : 47
70,Durham UniversityUnited Kingdom,"15,489",15.7,24%,54 : 46
71,Erasmus University RotterdamNetherlands,"20,580",18.9,17%,48 : 52
72,Free University of BerlinGermany,"33,062",39.3,20%,58 : 42
73,Monash UniversityAustralia,"50,882",40.5,36%,56 : 44
74,University of GroningenNetherlands,"24,556",25.6,11%,52 : 48
75,Pennsylvania State UniversityUnited States,"44,501",12.4,12%,46 : 54
 =76,University of GlasgowUnited Kingdom,"22,616",16.0,29%,57 : 43
 =76,University of HelsinkiFinland,"23,505",15.1,6%,66 : 34
78,University of TübingenGermany,"28,327",38.9,12%,58 : 42
79,University of PittsburghUnited States,"26,485",5.8,10%,51 : 49
80,University of WarwickUnited Kingdom,"18,529",16.6,37%,48 : 52
81,Uppsala UniversitySweden,"25,266",18.2,12%,57 : 43
 =82,University of CopenhagenDenmark,"27,545",4.1,19%,67 : 33
 =82,University of New South WalesAustralia,"38,309",25.9,32%,47 : 53
84,University of FreiburgGermany,"26,467",31.2,16%,52 : 48
85,Seoul National UniversitySouth Korea,"26,389",13.9,10%,n/a
86,University of St AndrewsUnited Kingdom,"8,338",12.7,47%,56 : 44
87,Vanderbilt UniversityUnited States,"12,161",3.6,9%,52 : 48
 =88,Kyoto UniversityJapan,"22,809",5.6,7%,n/a
 =88,Maastricht UniversityNetherlands,"15,626",18.9,48%,56 : 44
 =90,Emory UniversityUnited States,"12,338",4.5,18%,56 : 44
 =90,Lund UniversitySweden,"28,251",11.5,15%,n/a
 =90,Ohio State UniversityUnited States,"51,462",13.4,12%,49 : 51
93,University of ExeterUnited Kingdom,"17,755",18.8,28%,54 : 46
 =94,University of BonnGermany,"32,474",70.4,12%,55 : 45
 =94,Georgetown UniversityUnited States,"15,408",8.5,14%,53 : 47
 =94,McMaster UniversityCanada,"23,823",19.3,15%,53 : 47
97,University of SheffieldUnited Kingdom,"23,311",15.5,31%,50 : 50
98,Queen Mary University of LondonUnited Kingdom,"14,260",14.0,40%,52 : 48
 =99,University of GöttingenGermany,"25,581",25.6,12%,51 : 49
 =99,Michigan State UniversityUnited States,"44,750",15.7,15%,51 : 49
 =101,University of BaselSwitzerland,"12,551",17.3,24%,54 : 46
 =101,École PolytechniqueFrance,"2,429",4.8,30%,18 : 82
 =101,Rice UniversityUnited States,"6,333",9.0,26%,44 : 56
 =101,Trinity College DublinIreland,"15,520",22.3,25%,57 : 43
 =104,Dartmouth CollegeUnited States,"6,178",6.6,16%,47 : 53
 =104,University of ZurichSwitzerland,"26,583",6.5,19%,57 : 43
 =106,"University of California, IrvineUnited States","26,614",16.1,16%,52 : 48
 =106,Aarhus UniversityDenmark,"23,895",13.6,14%,54 : 46
 =106,University of MannheimGermany,"11,761",85.8,15%,55 : 45
108,University of Notre DameUnited States,"11,829",13.8,10%,44 : 56
109,University of Western AustraliaAustralia,"20,851",20.7,27%,50 : 50
 =110,RWTH Aachen UniversityGermany,"37,917",27.6,16%,31 : 69
 =110,University of SouthamptonUnited Kingdom,"20,925",13.5,29%,53 : 47
112,Scuola Normale Superiore di PisaItaly,462,16.5,5%,28 : 72
 =113,University of MontrealCanada,"38,264",20.3,25%,57 : 43
 =113,Pierre and Marie Curie UniversityFrance,"27,862",8.7,18%,48 : 52
 =113,Purdue UniversityUnited States,"39,256",18.1,22%,42 : 58
116,Pohang University of Science and TechnologySouth Korea,"3,055",10.1,4%,20 : 80
117,"University of Maryland, College ParkUnited States","31,331",8.4,9%,48 : 52
118,Ghent UniversityBelgium,"32,166",34.1,9%,57 : 43
119,University of BirminghamUnited Kingdom,"25,295",16.4,23%,54 : 46
 =120,University of BernSwitzerland,"14,708",22.5,14%,54 : 46
 =120,University of Cape TownSouth Africa,"20,040",12.1,18%,53 : 47
 =120,University of FloridaUnited States,"50,095",18.7,9%,54 : 46
 =123,University of Erlangen-NurembergGermany,"36,146",53.9,9%,49 : 51
 =123,"Rutgers, the State University of New JerseyUnited States","37,032",17.3,8%,51 : 49
 =125,University of MünsterGermany,"39,838",46.1,8%,53 : 47
 =125,Radboud University NijmegenNetherlands,"17,713",13.0,10%,58 : 42
 =127,University of Colorado BoulderUnited States,"29,325",16.1,8%,45 : 55
 =127,Tufts UniversityUnited States,"10,410",10.0,14%,54 : 46
129,"Royal Holloway, University of LondonUnited Kingdom","8,747",15.9,37%,57 : 43
130,Lancaster UniversityUnited Kingdom,"11,512",14.9,33%,52 : 48
 =131,University of GenevaSwitzerland,"15,668",15.0,39%,61 : 39
 =131,University of YorkUnited Kingdom,"14,543",15.8,26%,55 : 45
 =133,Case Western Reserve UniversityUnited States,"9,259",6.4,17%,48 : 52
 =133,University of LeedsUnited Kingdom,"27,703",14.7,21%,58 : 42
135,University of OsloNorway,"27,139",18.8,18%,n/a
136,Stockholm UniversitySweden,"31,715",23.7,8%,62 : 38
137,University of AlbertaCanada,"36,299",21.6,23%,55 : 45
 =138,Chinese University of Hong KongHong Kong,"17,916",10.2,22%,53 : 47
 =138,Karlsruhe Institute of TechnologyGermany,"25,294",24.6,16%,26 : 74
140,University of SussexUnited Kingdom,"12,001",17.4,35%,54 : 46
141,University of MassachusettsUnited States,"56,959",13.0,11%,49 : 51
142,University of ViennaAustria,"34,651",20.5,25%,67 : 33
143,University of NottinghamUnited Kingdom,"30,144",15.0,27%,54 : 46
 =144,"University of California, Santa CruzUnited States","17,404",22.7,1%,53 : 47
 =144,University of LausanneSwitzerland,"11,964",13.1,22%,n/a
146,Autonomous University of BarcelonaSpain,"30,538",12.3,10%,59 : 41
147,University of VirginiaUnited States,"23,845",10.2,12%,52 : 48
148,Korea Advanced Institute of Science and Technology (KAIST)South Korea,"9,027",10.0,9%,20 : 80
 =149,University of AdelaideAustralia,"20,771",30.1,26%,48 : 52
 =149,University of East AngliaUnited Kingdom,"14,992",14.7,28%,58 : 42
 =149,University of TwenteNetherlands,"6,631",12.0,26%,37 : 63
153,Sungkyunkwan University (SKKU)South Korea,"24,365",20.3,9%,39 : 61
154,Vrije Universiteit AmsterdamNetherlands,"23,280",16.3,6%,56 : 44
155,KTH Royal Institute of TechnologySweden,"12,062",14.6,21%,30 : 70
156,University of CologneGermany,"43,280",43.4,11%,60 : 40
157,University of LiverpoolUnited Kingdom,"18,815",13.6,30%,52 : 48
 =158,TU DresdenGermany,"35,487",37.4,12%,42 : 58
 =158,University of RochesterUnited States,"9,390",4.5,26%,49 : 51
 =161,Lomonosov Moscow State UniversityRussian Federation,"30,822",7.7,20%,43 : 57
 =161,University of MiamiUnited States,"15,286",5.7,14%,50 : 50
163,University of ArizonaUnited States,"36,429",12.7,8%,52 : 48
 =164,Pompeu Fabra UniversitySpain,"10,901",18.3,13%,59 : 41
 =164,University of ReadingUnited Kingdom,"12,050",14.8,28%,55 : 45
 =164,Yeshiva UniversityUnited States,"6,753",5.5,7%,53 : 47
 =167,"University of California, RiversideUnited States","20,626",22.0,12%,51 : 49
 =167,University of LeicesterUnited Kingdom,"14,541",13.4,35%,54 : 46
 =167,National Taiwan UniversityTaiwan,"31,891",11.9,7%,39 : 61
 =167,Technical University of DenmarkDenmark,"9,990",5.0,18%,27 : 73
 =167,Université Catholique de LouvainBelgium,"28,856",42.0,19%,54 : 46
 =172,University of AberdeenUnited Kingdom,"12,938",15.8,33%,54 : 46
 =172,University of AucklandNew Zealand,"29,787",18.9,28%,54 : 46
174,University of BarcelonaSpain,"47,491",12.2,10%,62 : 38
175,University of KonstanzGermany,"10,930",59.1,12%,54 : 46
 =176,Eindhoven University of TechnologyNetherlands,"8,176",16.0,14%,19 : 81
 =176,University College DublinIreland,"22,193",24.5,23%,n/a
178,Hebrew University of JerusalemIsrael,"17,612",10.7,5%,55 : 45
179,University of WaterlooCanada,"30,726",24.2,14%,45 : 55
 =180,University of GothenburgSweden,"26,420",16.4,12%,n/a
 =180,Scuola Superiore Sant’AnnaItaly,769,8.5,17%,35 : 65
 =182,University of BergenNorway,"11,623",11.1,12%,60 : 40
 =182,Cardiff UniversityUnited Kingdom,"23,347",13.1,23%,57 : 43
 =182,University of UtahUnited States,"25,674",16.9,9%,45 : 55
 =185,Brandeis UniversityUnited States,"5,495",12.6,22%,55 : 45
 =185,University of DundeeUnited Kingdom,"11,628",15.3,25%,60 : 40
 =185,University of WürzburgGermany,"26,576",38.4,8%,57 : 43
188,Paris-Sud UniversityFrance,"27,603",15.0,17%,n/a
189,Arizona State UniversityUnited States,"83,236",29.9,9%,50 : 50
 =190,University of AntwerpBelgium,"12,346",30.3,16%,56 : 44
 =190,Boston CollegeUnited States,"13,216",17.4,19%,54 : 46
192,Ulm UniversityGermany,"9,187",11.2,10%,47 : 53
 =193,University of LuxembourgLuxembourg,"5,144",15.9,52%,50 : 50
 =193,Texas A&M UniversityUnited States,"50,657",21.4,9%,47 : 53
195,Charité - Universitätsmedizin BerlinGermany,"6,853",6.6,16%,64 : 36
 =196,Newcastle UniversityUnited Kingdom,"20,174",15.2,29%,50 : 50
 =196,"St George’s, University of LondonUnited Kingdom","2,958",13.4,17%,61 : 39
198,University of TrentoItaly,"16,841",43.2,8%,51 : 49
199,Paris Diderot University – Paris 7France,"27,756",14.8,17%,63 : 37
200,Queen’s University BelfastUnited Kingdom,"17,940",17.9,30%,54 : 46
201-250,Aalborg UniversityDenmark,"17,422",15.9,15%,48 : 52
201-250,"Birkbeck, University of LondonUnited Kingdom","9,454",17.2,38%,55 : 45
201-250,University of BolognaItaly,"85,532",22.9,7%,56 : 44
201-250,University at BuffaloUnited States,"25,668",19.0,19%,47 : 53
201-250,University of CalgaryCanada,"28,341",16.5,17%,53 : 47
201-250,Chalmers University of TechnologySweden,"8,605",11.6,15%,30 : 70
201-250,City University of Hong KongHong Kong,"10,015",7.1,28%,51 : 49
201-250,Copenhagen Business SchoolDenmark,"18,293",42.7,19%,48 : 52
201-250,Dalhousie UniversityCanada,"15,064",14.4,18%,55 : 45
201-250,University of São PauloBrazil,"81,402",14.6,4%,48 : 52
201-250,University of Duisburg-EssenGermany,"36,051",46.6,11%,49 : 51
201-250,École Normale Supérieure de LyonFrance,"2,218",8.0,14%,49 : 51
201-250,Florida State UniversityUnited States,"41,226",31.8,7%,55 : 45
201-250,University of FribourgSwitzerland,"10,416",46.9,19%,58 : 42
201-250,Fudan UniversityChina,"32,175",12.2,11%,50 : 50
201-250,University of IcelandIceland,"13,960",25.9,8%,66 : 34
201-250,George Washington UniversityUnited States,"20,541",12.0,16%,56 : 44
201-250,Goethe University FrankfurtGermany,"31,861",9.3,15%,60 : 40
201-250,University of Hawai’i at MānoaUnited States,"16,773",11.1,13%,55 : 45
201-250,Hong Kong Polytechnic UniversityHong Kong,"22,064",25.9,26%,51 : 49
201-250,University of Illinois at ChicagoUnited States,"24,313",9.2,17%,53 : 47
201-250,Indiana UniversityUnited States,"62,468",13.6,13%,53 : 47
201-250,University of IowaUnited States,"27,526",11.6,11%,52 : 48
201-250,"University of Technology, SydneyAustralia","24,519",44.1,31%,53 : 47
201-250,Johannes Gutenberg University of MainzGermany,"35,609",32.6,10%,58 : 42
201-250,Joseph Fourier UniversityFrance,"16,130",12.1,13%,n/a
201-250,University of KielGermany,"24,444",23.8,8%,53 : 47
201-250,Laval UniversityCanada,"27,227",16.2,12%,n/a
201-250,Medical University of ViennaAustria,"7,426",2.9,28%,50 : 50
201-250,Northeastern UniversityUnited States,"18,539",15.1,26%,50 : 50
201-250,Oregon Health and Science UniversityUnited States,"2,838",1.1,3%,65 : 35
201-250,University of OtagoNew Zealand,"18,600",20.3,21%,57 : 43
201-250,University of OttawaCanada,"36,733",26.3,15%,60 : 40
201-250,Paris Descartes UniversityFrance,"34,691",26.9,15%,63 : 37
201-250,Peter the Great St Petersburg Polytechnic UniversityRussian Federation,"17,155",7.2,8%,40 : 60
201-250,Polytechnic University of MilanItaly,"30,025",22.2,12%,34 : 66
201-250,Royal Veterinary CollegeUnited Kingdom,"1,819",10.9,17%,77 : 23
201-250,Rush UniversityUnited States,"1,855",2.1,5%,71 : 29
201-250,Sapienza University of RomeItaly,"120,986",32.3,7%,59 : 41
201-250,University of Science and Technology of ChinaChina,"14,290",7.9,2%,n/a
201-250,University of South FloridaUnited States,"31,424",21.5,10%,n/a
201-250,Stony Brook UniversityUnited States,"21,908",10.9,24%,50 : 50
201-250,University of StuttgartGermany,"24,099",45.4,20%,31 : 69
201-250,Swedish University of Agricultural SciencesSweden,"3,879",4.6,n/a,67 : 33
201-250,Technical University of DarmstadtGermany,"20,300",53.6,18%,28 : 72
201-250,Tel Aviv UniversityIsrael,"23,977",24.4,4%,n/a
201-250,University of Texas at DallasUnited States,"16,306",22.8,23%,44 : 56
201-250,Tilburg UniversityNetherlands,"7,576",22.4,10%,49 : 51
201-250,Tohoku UniversityJapan,"17,200",5.0,7%,25 : 75
201-250,Tokyo Institute of TechnologyJapan,"9,586",7.3,13%,13 : 87
201-250,University of VictoriaCanada,"17,581",21.5,11%,56 : 44
201-250,Wake Forest UniversityUnited States,"7,326",4.6,5%,51 : 49
201-250,Western UniversityCanada,"27,387",20.7,16%,54 : 46
201-250,William & MaryUnited States,"7,867",11.8,7%,54 : 46
201-250,University of the WitwatersrandSouth Africa,"23,321",18.6,9%,56 : 44
251-300,Aalto UniversityFinland,"16,099",24.2,17%,32 : 68
251-300,Aix-Marseille UniversityFrance,"71,749",45.5,13%,61 : 39
251-300,University of BathUnited Kingdom,"12,830",18.8,30%,46 : 54
251-300,University of BayreuthGermany,"12,520",35.5,8%,46 : 54
251-300,Bielefeld UniversityGermany,"21,428",67.8,7%,57 : 43
251-300,University of BordeauxFrance,"51,239",19.4,12%,58 : 42
251-300,Charles Darwin UniversityAustralia,"5,570",25.4,15%,67 : 33
251-300,Colorado School of MinesUnited States,"5,287",18.2,12%,26 : 74
251-300,Colorado State UniversityUnited States,"26,769",19.0,5%,52 : 48
251-300,University of DelawareUnited States,"19,262",15.9,10%,56 : 44
251-300,Flinders UniversityAustralia,"15,655",22.6,15%,63 : 37
251-300,University of GeorgiaUnited States,"33,119",19.9,7%,57 : 43
251-300,Griffith UniversityAustralia,"30,251",22.0,21%,0 : 100
251-300,Indian Institute of ScienceIndia,"3,318",8.2,1%,19 : 81
251-300,Iowa State UniversityUnited States,"29,991",17.4,11%,44 : 56
251-300,James Cook UniversityAustralia,"11,713",21.9,11%,63 : 37
251-300,Justus Liebig University GiessenGermany,"25,682",53.9,9%,62 : 38
251-300,King Abdulaziz UniversitySaudi Arabia,"35,889",8.4,21%,57 : 43
251-300,Koç UniversityTurkey,"4,488",14.6,8%,52 : 48
251-300,Korea UniversitySouth Korea,"24,043",15.8,14%,n/a
251-300,University of LiègeBelgium,"20,951",25.9,23%,54 : 46
251-300,Linköping UniversitySweden,"17,866",7.7,10%,52 : 48
251-300,Nanjing UniversityChina,"29,743",13.3,10%,46 : 54
251-300,National Tsing Hua UniversityTaiwan,"10,221",13.5,5%,33 : 67
251-300,"National University of Ireland, GalwayIreland","14,067",26.8,14%,56 : 44
251-300,University of NewcastleAustralia,"23,508",21.9,18%,56 : 44
251-300,North Carolina State UniversityUnited States,"30,533",13.6,11%,44 : 56
251-300,National Research Nuclear University MEPhIRussian Federation,"7,801",7.3,7%,29 : 71
251-300,Oregon State UniversityUnited States,"22,578",16.8,8%,47 : 53
251-300,Osaka UniversityJapan,"23,144",7.8,9%,31 : 69
251-300,Queen’s UniversityCanada,"20,488",22.1,10%,58 : 42
251-300,Technion Israel Institute of TechnologyIsrael,"13,855",19.4,4%,35 : 65
251-300,Queensland University of TechnologyAustralia,"33,391",35.8,17%,54 : 46
251-300,Rensselaer Polytechnic InstituteUnited States,"6,671",15.0,16%,30 : 70
251-300,Royal College of Surgeons in IrelandIreland,"2,473",15.6,63%,55 : 45
251-300,Ruhr University BochumGermany,"38,675",46.3,13%,48 : 52
251-300,Saint Louis UniversityUnited States,"11,919",5.8,8%,58 : 42
251-300,Paris-Sorbonne University – Paris 4France,"21,580",27.4,21%,69 : 31
251-300,Simon Fraser UniversityCanada,"26,640",28.3,19%,55 : 45
251-300,University of SurreyUnited Kingdom,"12,063",16.6,38%,55 : 45
251-300,Syracuse UniversityUnited States,"19,660",15.9,15%,55 : 45
251-300,University of TasmaniaAustralia,"18,340",23.8,21%,57 : 43
251-300,"University of Tennessee, KnoxvilleUnited States","24,716",17.0,5%,n/a
251-300,Tomsk Polytechnic UniversityRussian Federation,"11,902",6.9,17%,39 : 61
251-300,Tulane UniversityUnited States,"11,381",8.4,8%,56 : 44
251-300,Umeå UniversitySweden,"16,667",11.9,7%,60 : 40
251-300,Vienna University of TechnologyAustria,"26,419",52.0,27%,27 : 73
251-300,Virginia Polytechnic Institute and State UniversityUnited States,"30,850",18.6,10%,42 : 58
251-300,University of WollongongAustralia,"16,489",25.4,24%,50 : 50
251-300,Zhejiang UniversityChina,"47,508",15.9,4%,41 : 59
301-350,Aberystwyth UniversityUnited Kingdom,"9,252",19.2,18%,48 : 52
301-350,University of Alaska FairbanksUnited States,"3,837",8.2,7%,53 : 47
301-350,Autonomous University of MadridSpain,"28,296",13.0,15%,56 : 44
301-350,Bangor UniversityUnited Kingdom,"9,567",19.5,22%,55 : 45
301-350,University of BremenGermany,"18,590",25.6,11%,50 : 50
301-350,University of CincinnatiUnited States,"36,108",15.7,6%,54 : 46
301-350,University of ConnecticutUnited States,"25,742",13.0,11%,51 : 49
301-350,Deakin UniversityAustralia,"32,713",30.4,17%,60 : 40
301-350,University of EssexUnited Kingdom,"12,695",19.8,39%,55 : 45
301-350,George Mason UniversityUnited States,"26,622",17.0,7%,54 : 46
301-350,University of GreifswaldGermany,"10,931",24.0,6%,55 : 45
301-350,Gwangju Institute of Science and TechnologySouth Korea,"1,394",9.6,8%,25 : 75
301-350,University of HohenheimGermany,"9,163",41.2,13%,56 : 44
301-350,University of InnsbruckAustria,"18,209",16.9,39%,54 : 46
301-350,Kazan Federal UniversityRussian Federation,"23,321",12.2,6%,69 : 31
301-350,University of KentUnited Kingdom,"17,638",14.4,27%,53 : 47
301-350,Leibniz University of HanoverGermany,"22,401",62.7,12%,41 : 59
301-350,Macquarie UniversityAustralia,"27,930",20.0,44%,55 : 45
301-350,Medical College of WisconsinUnited States,"1,211",0.6,5%,48 : 52
301-350,University of MilanItaly,"58,618",24.3,5%,60 : 40
301-350,University of Milan-BicoccaItaly,"33,370",72.5,5%,60 : 40
301-350,Montpellier UniversityFrance,"36,731",18.4,14%,51 : 49
301-350,Nagoya UniversityJapan,"15,529",7.9,10%,29 : 71
301-350,University of Naples Federico IIItaly,"83,653",64.2,1%,n/a
301-350,National Chiao Tung UniversityTaiwan,"12,646",16.6,5%,27 : 73
301-350,National Taiwan University of Science and Technology (Taiwan Tech)Taiwan,"7,446",17.4,11%,34 : 66
301-350,University of NavarraSpain,"11,259",10.6,16%,52 : 48
301-350,University of Nebraska-LincolnUnited States,"21,789",16.4,9%,46 : 54
301-350,Örebro UniversitySweden,"8,788",15.8,2%,61 : 39
301-350,University of OregonUnited States,"24,418",20.2,11%,52 : 48
301-350,University of PaduaItaly,"62,577",18.3,4%,56 : 44
301-350,University of PaviaItaly,"22,958",40.6,6%,56 : 44
301-350,Plymouth UniversityUnited Kingdom,"24,121",25.9,13%,52 : 48
301-350,Shanghai Jiao Tong UniversityChina,"38,191",12.8,6%,37 : 63
301-350,University of Southern DenmarkDenmark,"22,210",12.7,16%,52 : 48
301-350,Stellenbosch UniversitySouth Africa,"21,849",23.0,8%,53 : 47
301-350,University of StrasbourgFrance,"46,208",17.8,21%,58 : 42
301-350,TU Dortmund UniversityGermany,"29,143",88.9,10%,47 : 53
301-350,Toulouse 1 Capitole UniversityFrance,"19,011",43.8,19%,59 : 41
301-350,University of TriesteItaly,"18,135",25.8,9%,56 : 44
301-350,University of TurinItaly,"67,552",66.0,6%,62 : 38
301-350,University of TurkuFinland,"12,326",14.6,5%,61 : 39
301-350,Vrije Universiteit BrusselBelgium,"9,020",17.1,16%,55 : 45
301-350,VŠB - Technical University of OstravaCzech Republic,"14,991",23.9,5%,49 : 51
301-350,Yonsei UniversitySouth Korea,"24,774",11.6,14%,n/a
301-350,York UniversityCanada,"48,007",39.4,9%,59 : 41
351-400,"Binghamton University, State University of New YorkUnited States","15,799",23.3,13%,48 : 52
351-400,University of CreteGreece,"14,650",26.9,5%,63 : 37
351-400,University of CyprusCyprus,"6,880",22.9,8%,69 : 31
351-400,Drexel UniversityUnited States,"20,713",10.8,17%,48 : 52
351-400,University of Eastern FinlandFinland,"10,798",17.3,6%,64 : 36
351-400,University of FlorenceItaly,"54,290",17.2,7%,59 : 41
351-400,University of St GallenSwitzerland,"6,848",10.8,34%,32 : 68
351-400,Graz University of TechnologyAustria,"7,542",12.5,16%,22 : 78
351-400,University of GuelphCanada,"21,643",28.3,4%,60 : 40
351-400,Hanyang UniversitySouth Korea,"16,729",10.4,19%,n/a
351-400,Hong Kong Baptist UniversityHong Kong,"10,441",11.0,25%,61 : 39
351-400,University of HoustonUnited States,"40,325",43.7,9%,50 : 50
351-400,Indian Institute of Technology BombayIndia,"8,327",14.9,1%,16 : 84
351-400,Instituto Superior Técnico LisboaPortugal,"11,778",16.9,9%,27 : 73
351-400,University of JyväskyläFinland,"9,703",15.2,5%,62 : 38
351-400,La Trobe UniversityAustralia,"22,037",29.0,27%,63 : 37
351-400,Loughborough UniversityUnited Kingdom,"13,951",15.9,22%,38 : 62
351-400,University of ManitobaCanada,"28,576",27.8,11%,55 : 45
351-400,University of MissouriUnited States,"29,885",14.1,5%,53 : 47
351-400,University of Modena and Reggio EmiliaItaly,"19,693",25.3,6%,54 : 46
351-400,University of MontanaUnited States,"12,470",15.2,3%,54 : 46
351-400,Maynooth UniversityIreland,"7,653",28.0,11%,55 : 45
351-400,University of Nebraska Medical CenterUnited States,"2,857",2.6,8%,67 : 33
351-400,University of New MexicoUnited States,"23,618",6.5,4%,67 : 33
351-400,Norwegian University of Science and TechnologyNorway,"17,381",13.9,9%,46 : 54
351-400,University of OuluFinland,"14,056",8.5,6%,49 : 51
351-400,Panthéon-Sorbonne University – Paris 1France,"42,215",34.3,20%,59 : 41
351-400,Polytechnic University of TurinItaly,"27,709",19.6,16%,29 : 71
351-400,University of Rome IIIItaly,"36,353",61.2,5%,59 : 41
351-400,Bilkent UniversityTurkey,"9,370",13.6,3%,46 : 54
351-400,Sabancı UniversityTurkey,"2,739",15.9,6%,39 : 61
351-400,San Diego State UniversityUnited States,"27,420",31.7,5%,57 : 43
351-400,University of South AustraliaAustralia,"18,971",26.2,32%,59 : 41
351-400,University of South CarolinaUnited States,"29,336",16.3,1%,55 : 45
351-400,University of South DakotaUnited States,"8,003",17.1,2%,61 : 39
351-400,State University of CampinasBrazil,"27,095",15.3,3%,48 : 52
351-400,University of StirlingUnited Kingdom,"7,828",15.9,22%,61 : 39
351-400,Sun Yat-sen UniversityChina,"51,351",16.6,8%,51 : 49
351-400,Swansea UniversityUnited Kingdom,"12,801",17.1,20%,49 : 51
